,ww1,ww2,ww3,ww4,ww5,ww6,ww7,ww8,ww9,ww10,ww11,ww12,ww13,ww14,ww15,ww16,ww17,ww18,ww19,ww20,ww21,ww22,ww23,ww24,ww25,ww26,ww27,ww28,ww29,ww30,ww31,ww32,ww33,ww34,ww35,ww36,ww37,ww38,ww39,ww40,ww41,ww42,ww43,ww44,ww45,ww46,ww47,ww48,dd1,dd2,dd3,dd4,dd5,dd6,dd7,dd8,dd9,dd10,dd11,dd12,dd13,dd14,dd15,dd16,dd17,dd18,dd19,dd20,dd21,dd22,dd23,dd24,dd25,dd26,dd27,dd28,dd29,dd30,dd31,dd32,dd33,dd34,dd35,dd36,dd37,dd38,dd39,dd40,dd41,dd42,dd43,dd44,dd45,dd46,dd47,dd48
d191,31.70416666666667,48.52916666666666,65.1625,60.854166666666664,34.833333333333336,23.429166666666667,20.729166666666668,30.7625,38.604166666666664,36.96666666666667,25.366666666666667,18.8375,11.212499999999999,16.287499999999998,11.3,10.7625,13.458333333333336,20.95,23.241666666666664,45.42500000000001,64.5875,30.45833333333333,14.26666666666667,12.575,10.983333333333333,36.09166666666667,50.5625,32.112500000000004,48.641666666666666,72.99166666666667,97.80000000000001,122.72083333333333,147.24166666666667,172.82083333333333,197.05,222.04999999999995,247.2666666666667,271.4291666666667,296.62916666666666,321.6,347.0333333333333,366.525,332.3375,310.4958333333333,326.0958333333333,324.375,327.3666666666667,350.79583333333335,1273.7266980555553,1244.2904286111109,1213.3984016666668,1193.129985222222,1177.3661548888888,1173.5379309444443,1174.854466,1180.5515721111112,1187.1203466666666,1199.6470639444442,1235.8769355000002,1267.2625866666665,1336.4088089999998,1422.470390722222,1487.8679237222223,1554.8369873333331,1630.7131170000002,1689.0148535,1759.6223907222222,1813.7443916666664,1869.3351985,1924.2614873333332,1980.9180050000002,2008.6455968333332,2042.6738554444444,2051.726740277778,2065.414716611111,2107.323041888889,2135.613759944444,2080.0326689999997,2109.791485777778,2092.9797983333333,2081.531489611111,2055.653638333333,2015.8134137777777,1965.292207444444,1915.8037663333332,1898.157759888889,1903.7001264444443,1869.4146235,1831.0676135555557,1789.375781111111,1710.1088171111112,1629.8406712777776,1550.2117917222222,1489.7521911111114,1429.8310828333333,1373.2940493333333
d192,384.42083333333335,410.625,400.45416666666665,365.75,285.42499999999995,138.62916666666666,189.89583333333337,302.18333333333334,285.3583333333333,287.92499999999995,303.8666666666667,258.15,221.7083333333333,192.77500000000006,168.875,167.16666666666663,158.03333333333336,126.91666666666664,109.01666666666667,94.05416666666666,84.89999999999999,63.34583333333333,54.12916666666665,49.12083333333333,40.1375,37.0125,35.104166666666664,34.85,28.466666666666672,27.67083333333333,27.83333333333333,27.154166666666672,27.758333333333333,26.575000000000003,22.1625,17.229166666666668,12.079166666666666,8.608333333333333,6.370833333333334,4.708333333333334,4.095833333333332,4.3500000000000005,4.183333333333334,4.15,4.108333333333333,4.595833333333333,4.958333333333333,4.883333333333334,1334.0879386666666,1301.188733111111,1270.1616751666663,1243.225444,1220.376687888889,1212.2589609444447,1209.793241611111,1216.883472111111,1217.9313671666666,1230.2456583333333,1259.910497722222,1292.5858900555556,1358.886939611111,1443.6421062222223,1510.7685544999997,1568.1394792222225,1639.9092248333334,1689.5934689444446,1751.3076430555557,1807.1077557777778,1847.1514822777772,1897.4488862222222,1941.7511716111112,1966.7047857777777,1992.4510363888887,2021.7110044444446,2036.7388168333334,2081.028372666666,2099.721112333333,2065.489577611111,2111.0338381666666,2099.0603911111107,2076.404300611111,2045.727939222222,2004.1753082777777,1944.7907760555554,1889.4929191666663,1877.9928904999997,1870.502374722222,1833.0993890555558,1790.1473301666665,1752.3760175555556,1673.084829277778,1608.3982418333333,1520.4718102777776,1470.7337037777777,1410.326220388889,1356.831884611111
d193,4.670833333333333,5.320833333333333,5.379166666666666,6.5166666666666675,7.475,7.220833333333333,5.666666666666666,5.716666666666668,5.133333333333334,4.279166666666667,4.245833333333334,4.183333333333333,4.445833333333333,4.6,4.445833333333333,4.241666666666667,3.9416666666666664,4.095833333333333,4.133333333333334,4.5249999999999995,5.004166666666666,4.995833333333334,5.7,7.383333333333335,7.395833333333333,7.487500000000001,8.854166666666668,11.920833333333334,11.195833333333333,10.541666666666666,11.200000000000001,11.825,11.025000000000002,11.458333333333336,10.345833333333335,8.504166666666666,8.725000000000001,7.124999999999999,7.1625,5.708333333333333,5.05,5.320833333333334,5.120833333333334,5.5,6.8375,6.829166666666667,8.362499999999999,9.220833333333333,1314.9616269444443,1279.098732611111,1252.4201554444444,1220.5348597777777,1200.7639928888887,1189.5175657222223,1174.8151126666664,1175.8693134444445,1163.6227642222223,1152.6001365000002,1149.8050107777779,1170.1608070555556,1207.975586111111,1275.0998850555554,1342.8848867222223,1405.0842617222224,1490.1288344444445,1553.7539380555556,1635.4269575,1703.3724062222225,1767.634806222222,1840.4578507777778,1894.955216222222,1936.2214276111108,1977.3068217777775,2021.8399601666663,2033.1619538333334,2107.3384385,2146.326915,2104.0516229444443,2147.7042452777778,2129.9947704444444,2122.4315839444444,2080.8164501111114,2048.0460834444443,1992.4355753888888,1930.1710287777776,1906.093997388889,1899.3458043888888,1869.3114804444442,1820.0738274444445,1782.2793249444446,1710.6671656111112,1650.0353688888888,1567.5175673888887,1528.873113777778,1461.8935900555555,1397.5673132777777
d194,11.3125,12.399999999999999,13.058333333333332,15.1625,15.604166666666664,17.920833333333334,19.070833333333333,21.429166666666667,20.82916666666667,18.425,13.858333333333334,11.483333333333334,8.670833333333334,7.483333333333333,5.7125,5.270833333333334,5.1125,5.166666666666667,5.504166666666666,5.566666666666666,5.35,6.070833333333333,5.195833333333333,6.175000000000001,6.070833333333333,6.112500000000001,6.5458333333333325,6.904166666666667,11.441666666666668,12.7,13.887499999999998,16.554166666666667,19.625,21.6875,24.2,26.379166666666663,21.9625,14.845833333333333,20.604166666666668,29.366666666666667,28.34583333333333,24.775,25.2125,31.34583333333334,32.770833333333336,31.108333333333334,31.67083333333333,36.30416666666667,1359.182443777778,1322.1867735,1288.4718339444446,1253.331248888889,1230.2670623333333,1215.938754888889,1193.454548,1180.2554167222224,1162.0869283888887,1146.4277641666667,1138.3421389333332,1160.5119027277779,1197.9690417722222,1283.6250576666664,1352.3985564444445,1417.7083924444444,1501.0590537777778,1582.2953601666668,1663.1911237777776,1736.3311246666663,1797.3240746666668,1873.869546611111,1922.7734141666667,1964.0185831111112,1998.8366245555555,2050.3462711666666,2060.857512277778,2093.3067926666668,2082.5792906666666,2013.9275943888888,2042.5762926666664,2017.6981105000002,2030.3468514444446,2000.7137262777778,1996.0349479999998,1951.0353856666663,1893.4370939444445,1865.5929032222223,1863.1681081111117,1834.782681111111,1787.8847968333332,1743.9684483888886,1665.7113497222224,1601.9826796666666,1527.238666388889,1462.938313111111,1416.5576667222222,1354.4802260555555
d195,33.5625,38.175000000000004,47.64583333333333,49.15416666666666,60.479166666666664,74.20833333333334,110.68333333333332,152.76666666666665,172.23749999999998,195.53749999999997,215.28333333333333,216.43749999999997,207.175,181.9041666666667,153.90416666666664,150.2625,156.05416666666667,163.5875,169.10416666666666,167.29583333333335,157.25,151.23749999999995,154.58333333333334,165.07916666666665,181.6875,197.35833333333332,217.4875,235.23749999999998,237.6375,227.75416666666672,222.00833333333335,216.5625,221.52499999999998,224.64999999999998,224.62083333333334,215.22083333333336,208.42083333333335,198.45416666666665,210.37083333333334,219.39583333333337,213.17083333333332,212.37916666666666,214.09583333333336,231.03750000000002,242.375,281.3208333333333,296.2833333333333,286.2916666666667,1319.8867624444445,1281.377638,1251.8714449444442,1226.6552859444444,1200.4007196111113,1196.4788763333333,1191.6410974444443,1202.3421176111112,1207.4708746111112,1219.7308028333334,1252.136728222222,1288.1013646111112,1352.4428482222224,1440.9703483333335,1516.6018298333336,1579.934268166667,1662.858178222222,1719.5107878333336,1784.7254535555558,1841.6049649999998,1897.044451222222,1969.1088215,2017.285161222222,2068.7441415,2115.6399952222223,2169.1061582777775,2191.942651111111,2253.773227388889,2295.051391333334,2262.3209136666665,2306.7597614444444,2289.0538093888895,2281.9701118333332,2247.7639835000004,2194.742780722222,2127.5995911111113,2062.315489666667,2021.900097388889,2006.5648651111114,1971.804783722222,1922.9337930555557,1850.4063635555556,1753.5979687777779,1676.6983938333335,1585.527568111111,1511.2662354444446,1450.3387077222221,1374.9812624444442
d196,258.6958333333333,221.07916666666668,195.8083333333333,208.16666666666666,220.7875,212.27916666666667,192.3041666666666,184.15416666666667,188.79583333333332,198.29583333333338,202.53749999999997,198.25833333333335,174.3416666666667,112.58749999999999,71.12916666666665,52.27083333333333,45.38333333333333,42.14583333333333,40.3,39.80833333333334,41.72500000000001,42.87916666666667,46.133333333333326,49.87916666666666,51.612500000000004,67.69583333333333,79.98750000000001,87.70833333333334,86.07083333333333,85.61666666666667,94.24166666666666,103.42916666666667,95.01249999999999,75.5375,81.31666666666666,86.46666666666667,98.17916666666669,108.88333333333334,126.04166666666667,152.21666666666664,157.30833333333334,156.94583333333333,207.77500000000003,251.28750000000002,277.6333333333333,325.9583333333333,351.61249999999995,382.82499999999993,1341.7631462222223,1310.0201487222223,1271.0698499999999,1237.7026127777779,1219.0161407555554,1211.633711388889,1209.5902858333334,1206.6850248888888,1209.6606936666667,1231.2431166666665,1267.1774134444447,1309.220377111111,1382.0448257222222,1469.2099781666666,1544.613048722222,1608.813565611111,1685.8505655555555,1750.9003057777775,1818.9056148333332,1878.7722000555557,1935.972110222222,2007.0914521666666,2097.270482611111,2157.799043833333,2198.0537386111114,2237.575521444445,2258.074845722222,2323.8850577222224,2374.1527929999997,2319.087218944444,2377.082921222222,2352.1431921666667,2315.700015777778,2265.276638111111,2230.9156825,2157.4180867222226,2106.722295833333,2059.0006116111113,2046.494513166667,2010.319453,1963.4228484444445,1887.194088444444,1790.8192596111112,1716.1924706666668,1617.96006,1534.4922571666666,1489.5703963888889,1413.3186727777777
d197,409.04583333333335,384.0083333333333,353.3875,309.85,269.9291666666667,235.77916666666667,212.83333333333334,191.80833333333334,179.76250000000007,167.7166666666667,138.525,105.24166666666666,98.07083333333334,97.99166666666666,66.65416666666667,61.23750000000001,76.14166666666667,80.59583333333332,100.54166666666664,100.88749999999999,111.09166666666667,108.27916666666665,134.15416666666667,162.54166666666666,166.7625,180.07500000000002,194.1541666666667,193.39166666666668,216.6875,283.1041666666667,274.6958333333333,238.08333333333334,295.5291666666667,381.1958333333333,351.80833333333334,437.57499999999993,508.2041666666667,542.0958333333333,549.7166666666666,567.0999999999999,567.075,591.4,599.0166666666667,593.275,579.0041666666666,552.1083333333333,543.9,555.2041666666667,1374.019004888889,1336.3210638333333,1296.4802197222223,1266.3178697222222,1250.5504482777778,1238.069760388889,1235.739921277778,1236.9940653888889,1242.9841116666666,1256.5467419444446,1284.220820722222,1324.7206552222221,1383.6213499444445,1473.1895685555555,1556.5125986111113,1623.4676278333334,1689.3074412777776,1756.3400763333332,1820.5419562222223,1882.0517997222223,1938.1691668333333,1997.5271294444444,2053.891843388889,2115.9447518888887,2160.190532722222,2204.3683788333333,2225.8891181111117,2287.9940908333333,2340.167365388889,2306.9868281666663,2357.0663008333336,2338.131409722222,2333.997262555556,2293.349299388889,2262.1206917222225,2199.9938939999997,2141.987514277778,2089.434810722222,2074.6102695,2033.3599452222218,1988.6963750000004,1921.2141722222223,1825.7573007222225,1748.3795428888886,1657.9434385555553,1576.0304860555555,1509.781855777778,1442.3050634444444
d198,539.9416666666667,515.2541666666667,475.29166666666663,382.11666666666673,342.89166666666665,354.19999999999993,343.8416666666667,369.56666666666666,388.7833333333333,375.4416666666666,358.87500000000006,335.6375,289.19166666666666,240.9958333333333,212.94583333333333,198.60416666666666,174.53750000000002,138.25416666666663,116.05000000000001,106.95416666666668,100.0625,68.9125,48.71666666666667,44.25416666666666,51.71666666666667,61.67916666666666,71.59583333333333,62.420833333333334,49.866666666666674,36.34583333333333,26.39166666666667,19.254166666666666,16.012499999999996,15.108333333333334,14.1375,11.958333333333334,11.200000000000001,10.070833333333333,8.375,7.229166666666667,5.300000000000001,7.0875,9.670833333333334,10.566666666666666,13.270833333333334,13.6,17.9375,24.50416666666667,1398.940586111111,1366.1596921111113,1329.401789388889,1298.1766135555556,1274.4769877222222,1268.6558552777778,1262.5115178888889,1267.3110990555556,1269.658821388889,1279.0571587777777,1306.2156817222221,1350.529278222222,1424.461216,1515.1533955000002,1587.0698434999997,1659.9009538888888,1737.3947668888889,1805.7106470555555,1873.8592908333333,1949.0691732222222,2018.1407339444443,2092.6569166111112,2144.8415466111114,2206.630413222222,2254.1191217777778,2302.238828722222,2338.8201108888884,2400.9362686111112,2457.0778128333336,2401.5757509444443,2450.781308277778,2448.719972055556,2446.015766055555,2394.099570777778,2357.141579222222,2283.236492277778,2235.8201225,2190.3377110555557,2173.536119888889,2125.718607277777,2068.1555309444443,2008.880994888889,1909.4250502222221,1824.9790145555555,1730.7066743333332,1641.6306624999997,1580.4519958333333,1503.2717326111108
d199,28.412499999999998,30.90416666666667,31.562500000000007,37.25416666666666,45.75000000000001,60.44166666666666,66.3625,69.9625,71.74583333333334,79.63333333333334,84.45416666666667,78.47083333333333,58.22916666666666,29.25833333333334,16.804166666666667,17.675000000000004,17.875,22.95,31.15833333333333,40.104166666666664,51.675,63.25,76.5375,85.63749999999999,95.10833333333335,104.59166666666667,116.85,133.84166666666667,148.15,154.375,141.02083333333334,129.20833333333337,116.88749999999999,113.00833333333333,102.36666666666666,98.14583333333334,104.075,116.43749999999999,122.8625,125.53749999999998,119.29583333333333,112.75416666666668,113.88333333333333,118.74583333333334,125.14166666666668,134.74166666666667,129.0,117.525,1463.839202777778,1415.6533118333334,1379.9219742777777,1351.9368840555555,1333.2449511666666,1319.1239441111109,1310.6280793888889,1316.5439286666667,1319.6937467777777,1327.070343444444,1350.5545564444442,1386.1151585,1450.3965442777778,1540.0866654444444,1626.6560618333333,1677.7496311111108,1766.233071388889,1841.9454961111112,1925.8658655,2011.3243290555556,2075.464564222222,2133.791541833333,2203.1761105555556,2271.375092611111,2339.2940539444444,2364.9647517777776,2378.8781323333337,2517.9695454999996,2505.443651222222,2509.2760309444443,2521.9180925,2524.3863264444444,2503.175273111111,2472.119700222222,2412.3595943333335,2360.218463888889,2283.367433388889,2243.0940116666666,2214.299122388889,2167.3822233333335,2116.1994348333333,2044.3961895,1946.8280133333335,1868.2942149444445,1780.8162955555556,1703.2483685555553,1627.537206888889,1565.4132246666668
d200,127.92083333333333,142.44583333333333,160.6125,169.92499999999995,167.80833333333334,162.06666666666666,152.45000000000002,136.87916666666666,114.82499999999999,84.55833333333332,69.65,59.199999999999996,48.312500000000014,32.49166666666667,18.920833333333334,14.554166666666667,13.120833333333332,13.420833333333333,12.349999999999998,10.245833333333334,12.212499999999999,11.395833333333334,11.950000000000001,12.750000000000002,14.55,18.787499999999998,22.954166666666666,30.583333333333336,39.32083333333333,43.858333333333334,50.954166666666666,55.449999999999996,58.99583333333334,60.93333333333334,62.729166666666664,68.775,75.59583333333333,81.80833333333334,88.275,94.95,102.12916666666666,108.9041666666667,127.23333333333333,106.82916666666665,80.19166666666666,63.795833333333334,39.666666666666664,25.34583333333333,1517.407596,1477.066671111111,1444.5506827222223,1412.826027888889,1386.276969222222,1360.4897308888887,1346.8628924444445,1330.4361813333333,1317.7854471666667,1303.048762388889,1294.9768931666667,1307.1046852222223,1370.5136451666667,1457.8773179444443,1544.910848111111,1636.3540576111109,1730.9979101111112,1823.5836453888887,1914.8388818333333,1987.226982722222,2060.401970833333,2130.3896749444443,2203.3686435,2259.4219104999997,2300.928386388889,2346.7116778333334,2387.6092464444446,2407.3040205,2417.7079135555555,2410.7193166666666,2408.1388283888887,2390.7690798888884,2364.2915148333336,2333.5533621111113,2279.750443222222,2236.681947611111,2184.093683833333,2148.5538163888887,2128.3369072777773,2100.2979259999997,2053.807098888889,1991.3825591111108,1905.7785172222223,1833.2337552222225,1750.7166507777777,1680.9907248333332,1609.8846186111111,1549.8297781111112
d201,17.724999999999998,10.483333333333334,8.033333333333333,6.050000000000001,5.6000000000000005,4.470833333333333,5.320833333333334,5.720833333333332,5.908333333333333,5.312499999999999,4.675,6.016666666666667,5.758333333333333,5.545833333333333,4.995833333333334,4.2625,4.570833333333333,4.429166666666667,4.708333333333333,5.283333333333334,6.05,6.316666666666666,7.587499999999999,9.425,9.979166666666668,7.6000000000000005,8.5625,8.812500000000002,8.966666666666667,8.725000000000001,9.245833333333334,8.395833333333334,7.945833333333333,6.895833333333333,6.141666666666666,5.0125,4.325,4.033333333333333,3.9000000000000004,3.9291666666666667,4.05,4.141666666666667,3.9958333333333327,4.304166666666667,5.054166666666666,5.666666666666666,5.5,5.054166666666667,1496.398462888889,1453.1589243333335,1409.3293935555557,1372.1674038888889,1347.5656236666666,1320.8954694444444,1303.4332097777776,1284.2289539444444,1267.7152364444446,1250.6953285555555,1240.8646987777777,1252.5181149444443,1299.0996085555555,1375.9179257222222,1452.3870706666667,1531.0785835555555,1614.205442611111,1698.6550892222222,1777.1299836666667,1851.3386701666666,1923.3357232777773,1993.0389319444441,2055.635810388889,2106.164599166667,2144.928884555556,2190.021490055555,2231.5209075555554,2268.8707468888892,2306.075908555555,2317.0739986111116,2323.3704371666668,2315.8466788888886,2298.5748042777777,2274.9161206111107,2235.9689673333337,2195.139200611111,2144.9878565555555,2121.3613070555557,2116.359767222222,2090.1716030000002,2049.447761222222,1995.3754869444444,1917.9974904444443,1836.0970971666666,1757.1821345555552,1686.6507177777776,1627.3367021666666,1572.6272067222224
d202,5.0,6.1625,6.841666666666667,6.320833333333333,5.470833333333333,4.804166666666667,4.579166666666667,4.791666666666666,4.941666666666666,5.812500000000001,6.395833333333334,6.733333333333333,8.145833333333334,9.225,12.375,11.899999999999999,9.504166666666666,9.349999999999998,10.425,13.908333333333333,17.862499999999997,25.366666666666667,31.725,41.24583333333333,44.704166666666666,53.045833333333334,59.62083333333333,65.25416666666666,66.94999999999999,67.36666666666667,77.10833333333332,96.54583333333333,117.65416666666667,128.65833333333336,126.725,113.675,107.16666666666666,116.04583333333333,140.00416666666666,200.43749999999997,215.1208333333333,182.95833333333331,162.63333333333333,155.79583333333332,178.07083333333333,215.80416666666673,231.8,255.22916666666663,1531.7254897777777,1488.6146848333335,1448.3578866666667,1417.3208583888888,1399.6802915,1385.94178,1386.2126519444446,1389.5806310555556,1405.292091333333,1422.562044388889,1443.8635429444446,1476.3399978333334,1542.4933547222224,1618.282609,1691.8845245,1765.7064145000002,1838.225700611111,1904.2957770000003,1980.190298611111,2046.5859767777777,2114.2050273888885,2175.1515339444445,2239.873976222222,2288.9236625,2336.5322690555554,2369.8673865,2412.926329166666,2442.843185333333,2462.998790722222,2470.8560711666664,2466.8661586111116,2453.442020666667,2423.990013777777,2382.5172502222217,2317.3894053888894,2286.494272055556,2233.0775539444444,2220.979914,2229.310273333333,2197.5160074444443,2109.3488553888888,2011.148181611111,1898.4780476111112,1798.6958838333333,1706.2471884444446,1639.8985472222223,1582.3297658333338,1535.6902010555557
d203,263.6791666666667,245.08333333333331,236.79583333333335,233.66250000000002,239.1083333333333,234.55416666666662,229.5291666666667,225.125,194.7541666666667,165.32083333333333,133.97083333333336,106.66666666666666,76.14166666666667,48.104166666666664,36.17083333333333,33.25416666666666,29.620833333333323,21.108333333333334,13.554166666666667,12.137500000000001,12.92083333333333,13.045833333333334,14.529166666666665,18.279166666666665,23.037499999999998,25.837500000000002,33.375,40.24166666666667,44.77083333333333,46.52916666666667,46.27083333333333,46.39583333333333,48.47500000000001,52.99166666666667,56.03333333333333,57.99166666666666,57.404166666666676,61.18333333333334,58.36666666666666,47.904166666666654,43.77083333333333,60.56666666666667,66.6375,78.39583333333333,70.575,73.62083333333334,65.14166666666668,37.025000000000006,1492.0861776666668,1455.4098350555557,1420.0302112222223,1389.0961037222223,1368.9217807222221,1357.9018392777778,1355.0555499444445,1360.584474,1375.5277618888888,1390.6201190555555,1414.3859209999998,1444.5366353888887,1506.708155388889,1563.813117611111,1611.4628373888888,1679.7616136666666,1785.8935224444447,1871.7588075555552,1938.3416356666667,2002.3661362777777,2075.282157611111,2137.4125646666666,2203.9845387222217,2263.6571826666664,2307.268612555555,2343.1394453888884,2387.2639273333334,2421.3244699444444,2449.374853,2467.6866773888887,2482.058197777777,2480.4962742777775,2453.650756444444,2423.177859111111,2362.8427771666666,2314.309277611111,2246.685014944444,2220.4995895,2201.097078888889,2166.0411508888888,2107.931187277778,2036.4165665555556,1949.1409018333334,1866.2801275,1781.179058611111,1707.475047388889,1640.2392518333334,1584.874182888889
d204,25.166666666666664,16.520833333333332,13.870833333333334,6.983333333333333,5.658333333333333,5.516666666666666,4.704166666666667,4.154166666666667,4.216666666666667,4.65,6.066666666666666,7.291666666666667,9.616666666666667,7.858333333333334,5.441666666666666,4.941666666666667,4.645833333333334,4.8999999999999995,5.304166666666666,5.941666666666666,5.883333333333333,7.9125000000000005,10.516666666666666,10.216666666666667,9.808333333333334,10.087499999999999,8.829166666666666,8.120833333333334,7.216666666666667,8.370833333333334,8.575,7.558333333333334,5.895833333333334,6.0375000000000005,4.908333333333333,4.633333333333333,4.829166666666667,4.520833333333334,4.220833333333333,4.2125,4.262499999999999,3.999999999999999,4.179166666666667,4.6125,4.716666666666667,5.779166666666668,6.204166666666667,6.370833333333334,1540.7719525555556,1500.0095888333333,1465.5942582777782,1435.5288341666667,1416.8058382222223,1405.0031230555553,1401.4633132777778,1402.7409920555556,1414.944014388889,1426.1515725555555,1444.9361870555556,1467.2354323888892,1532.1327118333331,1606.575727611111,1673.1199607777783,1733.8251888333334,1805.4615108333335,1869.3869517777775,1935.626305611111,2005.3082264444445,2073.580451388889,2135.143696166667,2196.503682277778,2238.8374332222224,2263.111397277778,2276.6041058333335,2294.1477843333337,2308.221007888889,2330.1801667777777,2333.125068222222,2319.3767708888886,2305.1315353888895,2264.9750748888887,2228.5608687222225,2156.0203004444443,2112.327167055556,2071.761282722222,2046.1414109999998,2030.0949436111107,2013.2545322222222,1969.884642888889,1908.4956107777778,1833.3793057222222,1759.5946413888887,1680.3794195,1609.751341277778,1544.559969,1494.7040680555556
d205,7.533333333333333,8.704166666666667,9.662500000000001,8.645833333333336,8.208333333333332,7.725,8.908333333333333,8.879166666666666,8.425,8.679166666666665,8.966666666666667,10.916666666666666,13.170833333333333,12.600000000000001,7.975,6.4625,5.8500000000000005,4.9333333333333345,5.179166666666666,6.191666666666667,7.575,8.258333333333335,8.916666666666666,11.325000000000001,14.041666666666664,16.4125,19.4,21.954166666666666,23.379166666666663,26.324999999999996,27.766666666666673,27.608333333333334,26.633333333333336,27.62083333333334,25.09583333333333,22.216666666666665,19.3125,16.525000000000002,15.916666666666666,15.7125,22.291666666666668,29.25833333333334,31.85833333333333,30.525,27.9125,26.558333333333334,29.22916666666666,34.09166666666667,1457.2104914444444,1422.9533854444442,1387.1378667222223,1361.761109111111,1345.6181347777776,1333.3790877222223,1331.3441471111112,1336.944720111111,1356.313508,1371.9729070555557,1391.0737912777777,1407.605173777778,1464.915387611111,1532.711987111111,1603.302702888889,1666.1475232777777,1738.6447673888888,1811.2067935555558,1875.2617361111113,1933.6499468333332,1991.9366221666667,2052.9902734444445,2126.0946564444444,2186.9784855555554,2238.303145611111,2285.2259753333333,2335.2091237222226,2372.984207277778,2400.9204331666665,2410.7706083333337,2404.321834777778,2375.7407165555555,2318.693009166667,2268.7609580555554,2208.2750906666665,2162.8653371111113,2102.2666007777775,2075.8525882777776,2065.0045642777773,2045.637127,2004.5700175555558,1939.2422438333333,1853.5283374444443,1772.3028051111112,1694.345909611111,1623.3644859444446,1556.1199471666666,1501.5410880555555
d206,39.8,47.387499999999996,49.925000000000004,52.6,49.837500000000006,47.44583333333334,43.779166666666676,43.087500000000006,40.95416666666667,42.65,43.333333333333336,42.11666666666666,38.50416666666667,31.904166666666665,25.575000000000003,19.945833333333333,20.7875,20.608333333333334,18.445833333333333,17.1625,15.016666666666667,14.850000000000001,14.750000000000002,14.208333333333336,11.987499999999999,11.875,11.379166666666666,13.137500000000001,17.75,17.070833333333333,23.650000000000002,35.704166666666666,52.837499999999984,59.27083333333333,53.74583333333334,37.97916666666667,35.7625,41.59166666666667,50.358333333333334,85.74583333333334,92.33333333333334,60.00416666666667,46.40416666666667,36.25,32.291666666666664,27.2375,17.729166666666668,17.225,1458.2116106666665,1419.6850105555557,1389.062915111111,1362.8701674444444,1345.1666431666665,1332.621269388889,1328.6485793888887,1330.8650915,1342.2749538333335,1354.6500125,1375.6751214444446,1423.2911365,1505.6844978888887,1597.8287470000002,1683.8692419444444,1765.0672704444441,1852.1143577777777,1927.2841936111108,2011.3244588333334,2086.3313903333333,2167.5754779999997,2237.2604641666667,2309.1252939444444,2366.937013944445,2423.1574796111113,2474.1268036666665,2517.4875399444445,2551.415833722222,2584.3748935555554,2591.531384222222,2566.4696155555553,2528.4930750555554,2483.9638976666665,2446.0519496111115,2386.026909722222,2350.85024,2297.7859590000003,2267.4972113888884,2240.4570422777774,2215.724280222222,2168.0460637777774,2106.1429892222222,2026.777355166667,1954.0498975,1865.5016786666665,1786.4055427222222,1718.7632499444446,1665.8607855555554
d207,15.062500000000002,23.033333333333335,40.208333333333336,55.99583333333334,67.25416666666668,57.35416666666667,59.23333333333335,51.575,42.19583333333333,39.48750000000001,41.44166666666666,44.40833333333333,39.416666666666664,27.441666666666666,17.287499999999998,12.9375,9.579166666666667,7.304166666666667,5.958333333333334,7.650000000000001,7.4833333333333325,7.1,6.049999999999999,4.7,5.729166666666667,7.5249999999999995,7.300000000000001,7.170833333333332,9.245833333333334,9.916666666666666,7.9625,5.845833333333333,5.2749999999999995,5.35,7.104166666666667,5.508333333333334,6.15,8.366666666666667,6.745833333333333,5.6375,6.0666666666666655,7.383333333333333,6.425000000000001,5.458333333333334,5.875,5.195833333333333,4.383333333333334,3.991666666666667,1622.1600856666666,1587.0875492222222,1549.5947143333335,1510.7160264444444,1483.615074722222,1460.2501338888887,1445.8798418333333,1437.785840166667,1431.7569058888887,1421.3893851111113,1413.576513222222,1433.4843082777777,1492.679908,1576.6406525000002,1670.5688400555555,1760.1484201666665,1849.3914259444446,1918.3286747777777,1974.8240466666666,2026.9280492222222,2089.444974277778,2136.7185809999996,2181.738712388889,2217.1008468888886,2252.9096670000004,2282.1605791666666,2306.5358831666663,2325.7774288333335,2344.289015222222,2352.6815423888893,2367.0901661666667,2384.3412989444446,2370.488321833333,2347.8528116666666,2304.439487277778,2269.5853599444445,2236.8974829444446,2222.6037579999997,2217.147931388889,2186.7123477222226,2137.0616658333333,2077.7196891666667,2003.445453722222,1941.109733388889,1879.0236369444447,1823.2319650000002,1761.7458258888885,1703.0191149444445
